"SNPnames" "Corr.All" "FST.All" "s_high" "SNPIncluded" "He.LS" "He_samp" "log.bf" "rho" "xtx" "TW.Zscore" "Md" "Hd" "Kd" "Nd"
"1364614318_915" -0.0961078067278251 0.0346206380013936 0 TRUE 0.28449988894481 0.271061111111111 -1.01338051935074 -0.091751 35.397 2.80861 2.1845757325136 2.21791964332993 9.82342740937375 0.168588687081331
"1364691754_979" -0.301317376781253 0.0972200872913343 0 TRUE 0.499967349446493 0.49875 -1.18981454432836 0.025565 36.874 1.43517 1.07447318837801 1.51914899055558 7.32209408414368 0.194061047760635
"1364652019_72" 0.203619710582702 0.0571163329876313 0 TRUE 0.490267444180624 0.490661111111111 -1.21519020568518 0.035305 35.207 0.828866 0.742524910828531 1.20472921625663 4.47684902157685 0.0921453361925289
"1364590263_76" -0.255228961959936 0.0155212122602132 0 TRUE 0.479233661852233 0.486661111111111 -1.02077496269755 0.044723 30.475 0.438866 1.54725375294924 1.33582675732875 5.77506996372524 0.172027479053072
"1364593440_893" 0.214454962581698 0.0103111332135084 0 TRUE 0.490608429621925 0.493194444444444 -1.25539412458576 0.050639 30.013 1.38575 1.30559943295318 1.38955552975513 5.44132010912939 0.0569586078197135
"1364620296_117" -0.209464359622776 0.0247420295013784 0 TRUE 0.494354946142116 0.499327777777778 -1.28831928292219 -0.0055758 31.05 0.965833 0.722094839455619 1.13319953852436 3.68858930568797 0.101715535717333
"1364579139_312" -0.142252578194505 0.120216401527686 0 TRUE 0.221558760699187 0.213727777777778 -1.30258755961518 -0.019537 37.065 0.0830277 1.68614417458275 1.60842420357466 6.2013273079085 0.059037100523192
"1364601128_618" 0.354140321772268 0.0338266558149964 0 TRUE 0.297799058886825 0.2688 -1.18851883332145 0.03885 34.132 0.777466 0.637208492133218 1.11925979455063 3.89259032682305 0.0908977234311081
"1364574893_423" 0.161431490019452 0.0473705181357997 0 TRUE 0.49588919887737 0.4968 -1.09470074002004 0.012639 33.968 1.04512 0.235759777132633 1.14781376263369 5.05639092644105 0.172620879219231
"1364579525_435" -0.19739729148027 0.0160261968633986 0 TRUE 0.498124275448195 0.496244444444444 -1.16638122372248 -0.0095357 29.922 1.07544 1.08224650187375 1.25824578563979 4.41397843929708 0.0861339034410851
"1364632656_69" -0.0803736517660402 0.0569507102290025 0 TRUE 0.16739572980353 0.182661111111111 -0.62572835672402 -0.021661 37.805 2.79712 1.75069385066139 2.44011304865025 14.0692929783713 0.375962444954586
"1364612661_369" -0.222037675614697 0.0209757564042676 0 TRUE 0.2963883824239 0.297327777777778 -1.24902130990922 -0.03489 34.108 1.65706 0.91607091450746 1.38752134276174 6.27809124468656 0.116043378488794
"1364576866_359" 0.477308166285635 0.039464019038923 0 TRUE 0.464578415686463 0.475061111111111 -1.26993676178501 0.042126 31.716 0.351664 1.10748476324821 1.12235890445368 2.85192991880576 0.0568509807278942
"1364586788_190" 0.106349786502696 0.0170949247841963 0 TRUE 0.321141287573596 0.279994444444444 -1.30417697614302 0.023973 30.676 0.324464 1.1786219948926 1.18767294612606 3.25037589147315 0.0873776163817612
"1364621283_404" 0.403016023244668 0.0374123529412164 0 TRUE 0.101345046331233 0.106911111111111 -1.37316709559241 0.018809 34.448 0.545408 0.839454340126692 1.18236979001991 4.47963919300664 0.121536746435732
"1364577900_138" -0.0225292586097626 0.0417101074683043 0 TRUE 0.351021504025511 0.366527777777778 -1.26659406679618 0.032052 32.751 0.786688 0.605713712534159 1.05847618050538 3.32003111061546 0.0953530261679466
"1364586945_343" 0.240929983160221 0.0456001629262497 0 TRUE 0.490297909897348 0.488244444444444 -1.03591487712598 -0.0087512 30.569 0.00215127 1.73327003488431 1.43884818010331 6.2189475543091 0.11509302865536
"1364601949_538" -0.345272409880516 0.0288178499162061 0 TRUE 0.499380462603622 0.4992 -1.19731519449169 0.064577 30.966 4.24707 3.60100348079963 3.13863893802562 16.4461443006848 0.438103746771898
"1364627740_532" -0.600176016845896 0.0362568936478393 0 TRUE 0.153577081912416 0.161061111111111 -0.84893674664625 -0.083077 35.805 1.18724 1.49556929625881 1.75899647454622 9.35519854628122 0.220780241747308
"1364612495_883" 0.233248168623583 0.0999888836173031 0 TRUE 0.434236462007324 0.446644444444444 -1.13533468872774 -0.067434 34.902 1.94379 1.37279955416502 1.66503809988005 7.87079675991298 0.149455851474254
"1364631817_146" 0.0714948113020717 0.0619758148822511 0 TRUE 0.464455024211175 0.486111111111111 -1.09263701630509 -0.0079691 33.55 0.501448 0.840372908756837 1.13275448366822 4.34875799519485 0.158016856216957
"1364620410_778" -0.0879270082208163 0.0334745769242209 0 TRUE 0.48209638477725 0.47355 -1.30105605411466 -0.0086716 30.191 1.21717 0.969678382862077 1.27120082597453 4.57772555710481 0.0559221493377284
"1364585490_475" 0.0890912014581905 0.0388682766471566 0 TRUE 0.318148777594906 0.355994444444444 -0.860026512015541 -0.030535 34.488 0.452795 1.33766169303529 1.45181691591404 8.69160706372738 0.103146944120705
"1364680083_448" -0.422180835781044 0.0532939677361331 0 TRUE 0.461674362185561 0.464444444444444 -0.515031435091517 -0.11596 33.306 3.18886 2.58421815987179 2.70782872253395 11.7343408399772 0.318998159406364
"1364736704_869" -0.177163243001717 0.0239304759947354 0 TRUE 0.462449903587163 0.467911111111111 -0.576311862611564 -0.1377 30.61 3.14955 2.94705281246247 2.89424856990844 15.184449729506 0.489300960453572
"1364633988_352" 0.0617698106182165 0.0381165703511839 0 TRUE 0.384390400978557 0.36995 -1.30686247375679 0.10538 31.964 0.370975 1.66104996784069 1.58722597944227 6.26899100275407 0.112322522619656
"1364633324_250" 0.256962673151541 0.0289588428525877 0 TRUE 0.465215281820125 0.443327777777778 -1.15534889277199 -0.0090276 30.356 0.903514 1.00286534866708 1.18529024313242 3.91712536561478 0.135668575018799
"1364589804_566" 0.412329007505358 0.0221063788175425 0 TRUE 0.429258376798984 0.430311111111111 -0.809892511685955 0.16996 34.303 3.34384 2.92223457228567 2.98699650818829 11.1951307451412 0.140492502590048
"1364659741_386" 0.0373190357658125 0.0222967136586623 0 TRUE 0.497401915861777 0.496244444444444 -1.19539039339203 0.087206 29.927 1.49293 1.67667920755937 1.61286383266875 6.44988977978096 0.0960841543395261
"1364686656_406" 0.297840922181174 0.133886294224537 0 TRUE 0.452335270396058 0.43875 -1.08846421353175 0.00025057 39.29 0.786544 1.74999361794451 1.84107379000558 8.44483399147866 0.15700543499766
"1364575279_642" -0.170826309512647 0.0298006730287263 0 TRUE 0.346268734266117 0.346911111111111 -1.15399089785452 0.10477 32.252 1.3232 1.43332348152595 1.50554508544388 5.70132188378841 0.121628247698319
"1364618381_776" -0.199457871764494 0.0325161934845883 0 TRUE 0.330711700036233 0.32595 -1.13119691736371 -0.031635 33.202 2.79496 1.81282984627639 1.88810990438372 8.41995732032164 0.116351645911789
"1364593636_275" 0.0166014887142517 0.0151657097152605 0 TRUE 0.382841393114941 0.4032 -1.16547121304581 -0.059662 30.452 2.32373 1.73859029906326 1.80113734832632 7.46430540515973 0.182385408975317
"1364592837_197" -0.189940206446394 0.0365930088979356 0 TRUE 0.129988131045638 0.124444444444444 -1.38689848303309 0.02405 36.675 0.28555 1.45740077773937 1.4895807020991 5.94741817563395 0.158069738276402
"1364605964_313" 0.223733742968829 0.0731444594198452 0 TRUE 0.39695306180655 0.391111111111111 -1.15701652987778 0.033185 31.808 0.571594 0.951935112614376 1.07478323565937 3.15842654822305 0.0783940779748148
"1364603373_66" 0.100622293926789 0.0851947347772966 0 TRUE 0.261714814526289 0.293061111111111 -0.934121647142608 -0.1109 34.433 2.09849 1.82003987984622 1.98227901605764 9.07639810523881 0.138493208434842
"1364568631_544" -0.0460119626537665 0.0190912261095438 0 TRUE 0.177389638849553 0.193194444444444 -0.900250319151013 0.17981 36.453 3.02626 2.83647566634678 2.9788933856884 11.8751461918669 0.200704673686473
